user_id,trust_level,count
89138,0,1
101131,0,2
100500,2,10
111833,0,1
122578,0,1
152585,0,1
195184,0,1
202154,0,2
200620,1,31
238590,0,1
86858,0,2
86886,0,1
7217,0,1
86910,0,1
86918,0,1
7226,0,1
1,4,16
598,2,58
891,2,61
5307,2,13
87013,0,1
74051,2,2
29527,2,16
87062,1,11
87116,0,4
87725,0,2
77657,1,15
87176,0,1
12423,2,31
129588,0,1
93237,0,1
250207,0,7
688916,0,1
7265,0,1
87768,0,1
87852,0,1
88390,1,7
93336,0,1
95861,0,1
98439,0,1
98628,0,1
76755,1,2
105828,0,1
121449,0,1
123286,0,1
125509,0,1
128971,1,1
132349,0,1
134562,1,6
134687,0,2
135107,0,2
135223,0,1
137174,0,1
137466,0,1
137695,0,1
138241,0,1
138431,0,1
140002,0,1
140047,0,2
140375,2,43
15890,2,24
152677,0,2
195919,1,1
87947,1,2
87454,0,6
83871,1,5
88255,0,2
209023,0,1
255566,0,1
265182,0,2
267576,0,1
250986,2,8
523530,0,1
493967,1,1
612469,0,1
87506,0,3
87705,0,1
5294,2,4
87524,1,1
57,2,41
87591,0,1
87599,0,1
87628,1,2
179878,0,1
84997,0,6
87691,0,3
217031,0,2
45517,1,12
87637,0,1
87640,0,1
5557,1,3
76510,0,1
4211,2,130
87684,0,1
169051,0,1
267719,1,3
87683,1,1
87717,1,2
534415,0,1
87702,0,1
87740,0,1
7290,2,12
5078,2,18
87753,1,4
87840,0,1
88436,0,1
89059,1,6
91980,0,3
93500,0,2
96706,0,1
96862,0,1
99941,0,1
100214,0,1
101436,0,1
106350,0,1
111407,0,1
111992,0,1
112685,0,1
114123,0,2
63151,1,2
116049,0,2
116355,0,1
117274,0,1
115738,0,1
120689,1,1
114506,0,1
127893,1,2
80393,1,3
87792,0,2
87835,0,1
87860,0,1
87865,0,1
5731,1,1
86560,1,1
88617,1,5
86698,1,2
89324,0,1
89410,0,1
89782,1,2
122721,0,1
11747,1,3
239213,0,1
6012,1,8
87847,0,1
193915,0,1
1794,1,1
5513,2,7
6036,1,2
31343,0,1
87880,1,4
87897,0,1
131988,1,9
87915,1,5
386082,2,22
6663,2,20
13071,1,4
87283,1,1
28306,1,5
88008,0,2
7281,2,46
6684,0,2
85146,2,30
193673,0,1
23319,2,30
2883,1,4
15786,0,2
89817,0,1
107972,0,3
134129,0,1
90064,2,59
58985,2,28
10776,1,3
114669,2,66
88073,0,1
241468,2,3
88080,1,1
88147,0,1
88155,1,2
62805,1,1
88163,0,1
47667,1,6
75938,1,5
96793,0,1
112680,0,1
120649,0,2
89583,1,3
37915,2,11
98199,0,1
172036,1,1
88315,1,4
88338,0,1
1057,1,4
1791,1,3
45832,1,6
88378,0,1
88380,1,1
87554,1,3
88386,0,1
89164,0,1
75957,0,2
88394,0,1
87322,1,1
88453,0,1
240648,0,1
240928,0,1
275721,0,1
400859,0,1
440428,2,5
88471,0,1
10210,2,34
419017,2,74
88559,1,3
88576,0,1
88572,1,2
88588,0,5
9667,2,38
88594,1,2
1360,1,10
88607,0,1
87979,1,7
3694,1,3
5256,1,4
11005,1,2
11859,0,7
12613,1,5
12680,1,1
20389,1,15
29041,1,5
69296,0,1
89089,0,1
89645,0,2
89752,1,1
89859,1,1
89950,0,6
89694,1,7
89985,1,1
89997,1,5
15905,1,2
16012,1,2
89458,1,4
89102,1,3
120676,0,2
141920,0,1
68291,1,13
193779,1,1
206221,0,2
238952,1,1
284276,0,1
343967,0,1
280963,1,1
357907,0,2
88704,0,1
88705,0,1
79,2,122
5428,0,2
1662,2,33
5449,2,7
88731,0,1
7365,2,74
7244,1,4
2933,1,4
88778,1,1
88841,1,10
357126,1,6
7353,1,2
7213,1,2
88800,0,1
88793,1,4
348718,1,3
88880,1,2
88854,1,2
18314,1,2
89225,0,1
37272,1,2
89288,2,6
89294,0,1
89341,0,1
89382,1,1
72539,1,4
89749,0,1
66222,1,26
15117,2,12
90067,0,2
90054,1,2
96443,1,1
96481,0,1
96566,0,1
46130,2,3
96609,1,1
96720,0,1
45389,1,15
152815,0,1
413142,1,1
13637,2,26
5561,2,47
9717,2,12
71860,2,11
92343,1,8
98282,0,1
69024,0,3
70435,1,7
88867,1,3
88944,0,3
462057,0,1
88915,0,1
88962,0,2
218808,0,1
299734,0,1
403106,1,1
88955,1,4
90050,2,33
32796,2,12
92040,1,3
121297,0,1
270490,1,4
312094,1,2
10374,1,12
88342,1,1
1992,1,1
5945,2,9
208775,0,1
90196,0,1
90171,0,2
90215,1,1
94521,0,1
94577,0,1
120905,0,1
137592,0,1
140930,1,10
229526,0,1
243481,1,3
89062,0,2
89706,1,1
95753,1,4
99893,1,2
101164,0,1
136793,0,2
345272,0,3
89208,0,3
72230,1,9
260079,2,6
3516,1,20
89327,0,2
89342,0,1
90465,1,1
102662,0,1
102607,1,2
32863,1,4
91981,1,3
64871,2,70
89339,1,4
89389,0,1
72054,1,2
72225,0,3
92369,1,1
108352,0,1
89414,1,2
89504,1,1
75640,1,7
89506,0,1
89435,1,4
104752,1,1
133641,1,2
448916,2,7
89515,0,1
89533,0,1
89565,0,1
7418,1,2
131723,1,4
1868,1,6
4878,2,49
432,1,1
89626,0,1
89728,0,1
92933,0,1
101840,0,1
108161,0,1
117666,0,2
118230,0,1
120998,0,1
273208,1,2
282771,0,1
89610,1,6
89693,0,1
7417,0,1
50698,0,3
88185,1,3
90096,1,8
90133,1,4
90305,0,3
90500,0,1
6757,0,3
89801,0,1
89311,1,6
89716,1,3
146172,1,1
272505,0,1
68004,0,3
1900,2,86
89807,1,1
153301,0,1
232840,1,1
320157,0,1
371083,0,1
509410,0,1
534377,0,1
629228,0,1
703118,0,1
7423,1,2
89921,0,1
89957,1,2
89960,0,1
89962,1,6
90374,0,2
16918,1,2
93276,0,1
93445,0,1
94139,0,1
94184,0,1
94473,0,1
94510,0,1
94518,0,1
94547,0,1
94559,0,1
42354,0,2
94900,0,1
94916,0,2
91172,2,56
59434,1,4
96393,0,1
87795,1,1
83968,1,1
99655,0,3
101309,0,1
102728,0,1
102834,1,1
114879,0,1
128677,0,1
356267,0,1
46806,2,2
459,0,1
89884,1,5
110144,0,3
194331,1,2
5220,0,1
89967,0,1
89981,0,2
90035,1,1
96355,1,1
216695,0,3
90000,0,1
90016,1,3
90044,0,1
90024,0,1
2077,1,20
90097,0,2
74251,1,5
922,1,1
90126,1,7
90207,0,1
90210,0,1
90357,0,1
90381,0,2
90557,0,1
90755,0,1
90796,0,1
90788,0,2
90837,0,1
91256,0,1
91996,0,1
92003,0,2
92498,0,1
92516,0,2
97533,0,3
98167,1,2
99161,1,10
72866,1,16
98434,0,2
99822,1,5
57739,0,3
100100,0,3
100124,0,1
100699,0,4
95660,1,11
98258,0,2
100948,0,2
100999,0,1
96113,1,2
101156,1,1
96479,1,6
97423,0,3
82130,0,2
104854,0,1
92572,0,1
104321,1,3
108330,0,1
149045,0,1
159307,0,1
92616,0,1
93131,0,1
94070,0,1
94072,0,1
94156,0,1
77083,0,1
95079,0,1
95087,0,1
95198,0,1
95213,0,1
95880,0,1
95972,0,1
96095,0,1
94866,0,1
96257,1,2
96399,1,1
96945,0,1
97173,0,1
97784,0,1
96915,1,1
97858,0,1
97904,0,1
97956,0,1
97959,0,1
98011,0,1
98042,0,3
98253,0,1
98268,0,1
98281,0,1
98277,1,4
98290,0,1
98302,0,1
98354,0,1
98417,0,1
98429,0,1
95908,0,2
98496,0,1
98669,1,1
96501,0,1
98456,0,2
4420,2,16
6304,0,1
3271,1,2
7658,2,54
5563,1,3
6953,2,13
90172,0,1
942,1,5
13,2,23
90209,0,2
90186,1,2
90263,0,2
90649,0,1
91164,0,1
91319,0,1
90323,0,1
90373,0,1
90496,1,2
90622,0,1
90623,0,4
90636,0,1
90645,0,1
90648,0,1
90644,0,1
90703,0,1
90495,1,3
90785,0,1
90684,0,1
90870,0,1
90872,0,1
90878,0,1
90888,0,1
90889,0,1
90903,0,2
90899,0,1
90852,0,1
90919,1,10
90923,0,1
90574,1,1
90914,0,1
90971,0,1
90979,0,1
90964,0,1
90998,0,1
90996,0,1
91016,0,1
91013,0,1
91087,0,1
91116,0,2
91111,0,1
91161,0,1
91165,0,1
91170,0,1
91173,0,1
68317,1,1
91159,0,2
90958,0,1
91203,0,1
91246,0,2
91263,0,1
91300,0,1
91315,0,1
91338,0,3
91064,0,3
91342,1,1
91361,0,1
91312,0,1
116413,0,1
137794,0,1
142530,0,1
174259,0,1
90442,0,2
90711,0,1
90739,0,1
90757,0,1
90738,0,1
90777,0,1
90845,0,1
90947,0,1
91476,0,1
194384,0,2
178588,1,5
200662,0,3
213883,0,3
223113,0,1
88747,0,1
90641,1,10
90671,0,1
90598,1,2
90745,1,2
474386,0,2
90597,0,2
90754,1,1
90909,0,1
92173,0,1
92336,0,1
93052,0,1
93759,0,1
93769,0,2
93860,0,1
93996,0,1
94214,0,1
94280,0,1
94299,1,1
94405,0,1
94495,0,1
94637,0,1
94655,0,1
95050,0,1
95059,0,1
95304,0,1
95473,0,1
95680,0,1
95751,0,1
95808,0,1
95829,0,2
96405,0,1
96697,0,1
97877,0,1
98026,0,1
98623,0,1
98672,0,1
99007,0,1
99189,0,1
99525,0,1
99824,0,1
100019,0,1
100377,0,1
100462,0,1
100757,0,1
100771,1,2
100827,0,1
101154,0,1
102072,0,1
105396,0,1
106329,0,1
106604,0,1
106746,1,1
90818,0,1
91878,0,1
7467,1,5
5714,2,7
10026,1,2
13434,2,166
64761,2,46
98683,0,3
52122,2,32
90946,0,1
91236,0,1
90960,1,10
79783,1,4
91153,0,1
91250,1,3
90797,1,3
91403,0,1
108661,1,2
88297,0,1
173863,0,1
1192,1,3
79347,0,2
825,1,1
85150,1,2
115590,0,1
156740,0,2
479119,0,1
754956,0,1
7268,1,8
3581,2,11
7602,0,1
8658,2,24
7379,1,2
7496,1,2
37840,1,4
55,1,2
91298,1,2
91456,0,1
118752,0,1
254902,0,1
750931,0,1
29285,2,8
87952,0,4
91510,0,2
121502,0,2
122523,0,1
123435,1,2
123479,0,1
123524,0,1
123594,0,1
536989,0,1
7870,1,1
91526,1,5
95416,0,1
95644,0,2
96288,0,2
91848,0,1
112163,1,4
20791,2,30
91587,1,4
91654,0,1
91659,0,1
91672,0,1
91671,0,1
91673,0,1
91701,0,2
91712,0,1
91731,0,1
91505,1,1
91762,0,1
91773,0,1
91771,0,1
91784,0,1
91791,0,1
91805,0,1
91822,0,1
91830,0,4
91841,0,1
91845,0,1
91853,0,1
91854,0,1
91857,0,1
91863,0,1
92311,0,1
92313,0,1
92310,0,1
92323,0,1
92330,0,1
92186,0,1
92344,0,1
92346,0,4
10739,2,19
92383,0,1
92391,0,1
92353,1,2
92401,0,1
92405,0,1
92403,0,1
92406,0,1
92410,0,1
92160,0,2
92425,0,1
92214,0,2
92454,0,1
92457,0,1
92446,0,1
92417,0,1
92470,1,1
92477,0,1
92515,0,1
92508,0,10
92159,1,6
91884,0,1
92544,0,1
92571,0,1
92579,0,2
92586,0,1
91926,0,1
92589,0,2
92596,0,1
92598,0,2
92605,0,2
92602,0,1
91928,0,1
92629,0,1
92649,0,1
92660,0,2
92692,0,1
92702,0,2
91955,1,2
91927,0,1
92758,0,1
92765,0,1
92782,0,1
92781,0,1
92779,0,1
92788,0,1
90715,0,3
92805,0,1
91931,0,1
92797,0,1
92812,0,1
92821,0,1
92813,0,3
22410,1,9
92839,0,1
92832,0,4
92850,0,1
92854,1,1
92849,0,1
91937,0,1
92861,0,1
92871,0,1
92890,0,1
92902,0,1
92903,0,1
92898,0,5
92907,0,1
92913,1,3
92924,0,1
91956,0,1
92925,0,1
92825,0,1
92931,0,1
92948,0,2
92950,0,1
92964,0,1
92978,0,5
8550,1,5
92293,2,11
92993,0,1
92168,0,4
93010,0,2
92002,0,3
93030,0,3
93026,0,2
91974,1,1
93037,0,1
93050,0,1
93060,1,3
93058,0,1
93062,0,1
93068,0,1
91983,0,1
93063,0,1
93075,0,1
93079,0,1
93067,0,1
93098,1,1
86819,1,2
93121,0,1
91990,0,1
93127,0,5
93130,0,1
93138,0,1
93143,1,1
93102,0,1
93159,0,1
93162,0,1
93169,0,1
93206,0,1
93210,0,1
93217,0,1
93218,0,1
92851,0,2
92006,0,1
93174,0,1
93233,0,1
93238,0,1
93252,0,1
93269,0,1
92022,0,1
27277,1,3
93329,1,1
93359,0,1
93366,0,1
93369,0,1
93381,0,1
92063,0,1
93388,0,1
93418,0,1
93425,0,3
92377,0,2
93436,0,1
93472,0,2
92067,0,1
93477,0,1
93513,0,2
93512,1,1
93515,0,2
93468,0,1
93528,0,2
93533,0,2
92081,0,1
93531,0,2
93545,0,3
92093,0,1
93550,0,1
92102,0,3
93587,0,3
93322,0,2
93646,0,1
93663,1,2
71801,1,1
3,4,55
93678,0,1
92041,0,1
93800,0,1
105630,0,1
133361,0,2
92114,0,1
257782,0,1
288778,0,1
92123,0,1
92122,0,2
92133,0,1
92134,0,1
92139,0,1
92120,0,2
92152,0,1
92157,0,1
92161,0,1
92175,0,1
92150,0,2
92180,0,1
92182,0,1
43687,0,2
92194,0,1
92198,0,1
92200,0,1
92023,0,1
23430,0,1
92209,0,2
92210,0,1
92216,0,1
92218,0,1
92222,0,2
92234,0,1
92233,0,1
92236,0,2
92241,0,1
92250,0,1
92252,0,1
92257,0,1
92258,0,1
92263,0,1
92275,0,1
92302,0,1
92285,0,1
91624,0,2
91708,0,1
91714,0,2
259218,0,1
91729,0,1
91897,0,1
91958,0,1
91978,0,2
92026,0,1
92130,0,1
92413,0,1
92823,0,1
7588,0,1
92012,0,1
263539,2,587
92052,0,1
7595,1,4
92113,1,3
95541,1,5
6688,1,4
92136,0,1
316117,0,1
46212,1,3
74860,1,16
695881,0,1
69772,2,60
90202,1,3
69825,1,12
7541,0,1
275,0,5
92196,0,2
94772,0,3
63355,1,6
69541,1,2
89283,2,46
353153,0,1
62837,1,6
92260,1,1
432339,2,30
601998,1,13
92282,0,1
13803,2,8
92432,0,1
92315,0,1
162989,1,1
5285,2,18
5995,1,3
2742,1,2
14388,1,4
92411,0,1
92431,0,1
65668,1,6
6331,0,1
2787,1,2
92517,0,1
92520,0,1
92519,1,6
21549,1,9
93051,0,1
491430,0,1
160693,2,12
92549,0,1
108982,1,14
352259,0,2
7626,0,1
11060,2,12
92643,0,1
92683,0,3
92705,1,2
92700,0,1
133492,2,397
144994,2,251
7473,0,2
7640,0,2
155144,1,1
239933,0,1
243966,0,3
792,2,369
245134,0,5
264808,1,7
49537,1,4
92760,0,1
63645,2,25
93226,1,2
93648,0,2
94296,0,1
92722,0,4
109939,0,1
92899,0,3
92949,0,1
14086,2,62
377,2,24
4557,2,14
2699,2,6
7579,2,26
816,2,23
93065,1,1
34808,2,10
66794,2,25
97329,1,1
93086,0,3
94410,0,1
105489,2,10
128946,1,6
140747,0,1
140782,0,1
131174,2,18
187661,1,8
358257,0,1
143680,1,7
93092,0,1
93220,0,1
199333,1,1
91907,0,2
41290,2,38
51173,1,19
73085,1,3
141589,2,118
88383,2,54
185315,2,3
19501,2,32
233206,1,3
234029,0,1
214569,2,11
235512,1,1
10375,2,24
53540,2,19
165597,0,1
286452,1,1
4978,2,5
966,0,1
93358,1,1
93373,0,1
72257,1,3
93456,0,1
15967,2,112
93236,1,7
93608,0,1
278752,1,4
266411,2,212
54737,2,214
72175,1,4
155350,0,2
155821,2,25
7162,1,7
6097,1,14
